PR-number,labels,created_date,creator_username,status,PR-title,PR-URL
3559,,2024-09-30T09:06:28Z,dr-m,closed,MDEV-34207: ALTER TABLE...STATS_PERSISTENT=0 fails to drop statistics,https://github.com/MariaDB/server/pull/3559
3558,Codership,2024-09-30T08:37:20Z,sciascid,closed,Skip test galera.MW-402 if debug sync is not available,https://github.com/MariaDB/server/pull/3558
3557,,2024-09-29T14:16:59Z,Olernov,closed,MDEV-34880 Incorrect result for query with derived table having TEXT …,https://github.com/MariaDB/server/pull/3557
3556,,2024-09-27T08:12:14Z,dr-m,closed,MDEV-34907 Bogus assertion failure and busy work while parsing FILE_ records,https://github.com/MariaDB/server/pull/3556
3555,MariaDB Corporation,2024-09-27T07:02:50Z,Thirunarayanan,closed,MDEV-35022 Fix Overuse of big stackvariables results inside InnoDB & mariabackup,https://github.com/MariaDB/server/pull/3555
3554,MariaDB Foundation,2024-09-26T20:53:21Z,grooverdan,closed,MDEV-34937 updated s3,https://github.com/MariaDB/server/pull/3554
3553,,2024-09-26T20:52:44Z,DaveGosselin-MariaDB,closed,MDEV-34969: test fail main.spatial_utility_function_simplify,https://github.com/MariaDB/server/pull/3553
3552,Codership,2024-09-26T05:46:04Z,janlindstrom,closed,MDEV-32780 : galera_as_slave_replay: assertion in the wsrep::transact…,https://github.com/MariaDB/server/pull/3552
3551,External Contribution,2024-09-25T17:48:17Z,andremralves,open,MDEV-30645 - Implement generalized triggers 2,https://github.com/MariaDB/server/pull/3551
3550,Codership,2024-09-25T06:50:46Z,janlindstrom,closed,"MDEV-31888 : galera.galera_wan, galera.galera_vote_rejoin_* fail",https://github.com/MariaDB/server/pull/3550
3549,MariaDB Foundation,2024-09-25T01:13:23Z,grooverdan,closed,MDEV-35007 Mroonga modifies source,https://github.com/MariaDB/server/pull/3549
3548,Codership,2024-09-24T09:10:07Z,janlindstrom,closed,MDEV-32631 : galera_2_cluster: before_rollback(): Assertion `0' failed,https://github.com/MariaDB/server/pull/3548
3547,MariaDB Foundation,2024-09-24T07:56:00Z,grooverdan,closed,MDEV-34996 Buildbot MSAN options should be in server,https://github.com/MariaDB/server/pull/3547
3546,,2024-09-24T06:50:36Z,MaxKellermann,closed,MDEV-34994: sql/mysqld: stop accept() loop after the first EAGAIN,https://github.com/MariaDB/server/pull/3546
3545,MariaDB Foundation,2024-09-24T00:22:51Z,grooverdan,closed,MDEV-34340 netbsd fix crash on MariaDB-backup,https://github.com/MariaDB/server/pull/3545
3544,MariaDB Corporation,2024-09-23T16:39:02Z,bnestere,closed,MDEV-34122: Assertion entry failed in Active_tranx::assert_thd_is_waiter,https://github.com/MariaDB/server/pull/3544
3543,,2024-09-23T12:11:54Z,vuvova,closed,reformat galera sst error messages,https://github.com/MariaDB/server/pull/3543
3542,,2024-09-23T10:06:24Z,dr-m,closed,MDEV-34983: Remove x86 asm work-arounds from InnoDB,https://github.com/MariaDB/server/pull/3542
3541,,2024-09-22T19:51:02Z,ParadoxV5,closed,Fix a couple of `my_snprintf` arg mismatches,https://github.com/MariaDB/server/pull/3541
3540,External Contribution,2024-09-22T18:50:32Z,tonychen2001,closed,Add MTRs to further test coverage around TLS functionality,https://github.com/MariaDB/server/pull/3540
3539,,2024-09-22T13:28:50Z,tonychen2001,closed,Add MTRs to further test coverage around TLS functionality,https://github.com/MariaDB/server/pull/3539
3538,,2024-09-21T01:18:52Z,ParadoxV5,closed,Add missing `LEX_STRING::str`s for `my_snprintf`,https://github.com/MariaDB/server/pull/3538
3537,,2024-09-21T00:09:56Z,ParadoxV5,closed,Fix `DBUG_PRINT` format of `group_trp->records`,https://github.com/MariaDB/server/pull/3537
3536,,2024-09-20T19:40:53Z,DaveGosselin-MariaDB,closed,MDEV-34814 mysqld hangs on startup when --init-file target does not e…,https://github.com/MariaDB/server/pull/3536
3535,Codership,2024-09-20T15:15:00Z,temeo,closed,MDEV-34976 Server crash report broken if Galera is not loaded,https://github.com/MariaDB/server/pull/3535
3534,Codership,2024-09-20T14:00:02Z,denis-protivensky,closed,MDEV-34836: TOI on parent table must BF abort SR in progress on a child,https://github.com/MariaDB/server/pull/3534
3533,,2024-09-20T12:38:02Z,dr-m,closed,MDEV-34909 DDL hang during SET GLOBAL innodb_log_file_size on PMEM,https://github.com/MariaDB/server/pull/3533
3532,MariaDB Foundation,2024-09-20T10:53:09Z,illuusio,closed,MDEV-34287: Update debian/copyright to be compatible with Dep-5,https://github.com/MariaDB/server/pull/3532
3531,,2024-09-20T08:51:43Z,MaxKellermann,closed,"innobase/{lock0lock,dict0dict}: add `noexcept` to lock/unlock methods",https://github.com/MariaDB/server/pull/3531
3530,,2024-09-20T06:56:14Z,MaxKellermann,closed,sql/handler: referenced_by_foreign_key() returns bool,https://github.com/MariaDB/server/pull/3530
3529,External Contribution,2024-09-19T13:25:58Z,MaxKellermann,open,MDEV-34986: storage/innobase/dict/dict0dict: add a RAII class to freeze a dict_sys_t,https://github.com/MariaDB/server/pull/3529
3528,,2024-09-19T06:53:34Z,knielsen,closed,MDEV-25611: RESET MASTER causes the server to hang,https://github.com/MariaDB/server/pull/3528
3527,,2024-09-18T18:37:59Z,keeper,closed,Replace using of internal fmt lib API with public API,https://github.com/MariaDB/server/pull/3527
3526,,2024-09-18T17:49:50Z,mariadb-DebarunBanerjee,closed,MDEV-34453 Trying to read 16384 bytes at 70368744161280 outside the b…,https://github.com/MariaDB/server/pull/3526
3525,,2024-09-18T17:04:05Z,DaveGosselin-MariaDB,closed,MDEV-34940: Fix Item_func_collect inheritance,https://github.com/MariaDB/server/pull/3525
3524,MariaDB Foundation,2024-09-18T06:46:53Z,grooverdan,closed,MDEV-34952 main.log_slow test failure on opensuse builder,https://github.com/MariaDB/server/pull/3524
3523,,2024-09-17T15:27:04Z,DaveGosselin-MariaDB,closed,MDEV-31636 Memory leak in Sys_var_gtid_binlog_state::do_check(),https://github.com/MariaDB/server/pull/3523
3522,MariaDB Corporation,2024-09-17T14:17:25Z,dr-m,open,MDEV-33966: buf_page_make_young() is a contention point,https://github.com/MariaDB/server/pull/3522
3521,MariaDB Foundation,2024-09-17T05:38:47Z,grooverdan,closed,MDEV-34942 eigen builddeps,https://github.com/MariaDB/server/pull/3521
3520,,2024-09-13T16:03:34Z,svoj,closed,MDEV-35151 DDL recovery for high-level indexes,https://github.com/MariaDB/server/pull/3520
3519,,2024-09-13T11:00:32Z,dr-m,closed,MDEV-34921 MemorySanitizer reports errors for non-debug builds,https://github.com/MariaDB/server/pull/3519
3518,,2024-09-13T06:21:38Z,ParadoxV5,closed,Extract some of #3360 fixes to 10.11.x,https://github.com/MariaDB/server/pull/3518
3517,,2024-09-13T03:30:25Z,wong-github1,closed,MDEV-34316 Ignore the NOCOPY keyword in stored routine parameters when sql_mode=ORACLE,https://github.com/MariaDB/server/pull/3517
3516,MariaDB Foundation,2024-09-13T03:12:10Z,grooverdan,closed,Aria - correct type,https://github.com/MariaDB/server/pull/3516
3515,External Contribution,2024-09-13T02:13:46Z,iqbal-rsec,closed,MDEV-34317 Implement RECORD type,https://github.com/MariaDB/server/pull/3515
3514,,2024-09-12T18:00:45Z,robinnewhouse,closed,Update mini-benchmark to use constant transactions,https://github.com/MariaDB/server/pull/3514
3513,,2024-09-12T08:45:36Z,midenok,closed,MDEV-19191 Partial support of foreign keys in partitioned tables,https://github.com/MariaDB/server/pull/3513
3512,MariaDB Foundation,2024-09-11T07:50:54Z,illuusio,closed,MDEV-34721: Make debian/autobake-debs.sh change compat level when needed,https://github.com/MariaDB/server/pull/3512
3511,MariaDB Foundation,2024-09-11T07:46:47Z,illuusio,closed,MDEV-34721: Extend Salsa-CI to have multiple targets for testing,https://github.com/MariaDB/server/pull/3511
3510,Codership,2024-09-11T05:41:51Z,janlindstrom,closed,MDEV-33035 : Galera test case MDEV-16509 unstable,https://github.com/MariaDB/server/pull/3510
3509,Codership,2024-09-11T05:34:13Z,janlindstrom,closed,MDEV-32996 : galera.galera_var_ignore_apply_errors -> [ERROR] WSREP: …,https://github.com/MariaDB/server/pull/3509
3508,MariaDB Foundation,2024-09-11T03:46:58Z,grooverdan,closed,MDEV-34650 main.having_cond_pushdown test failure - crash server (s390x),https://github.com/MariaDB/server/pull/3508
3507,,2024-09-10T10:28:59Z,dr-m,closed,MDEV-34850: Busy work while parsing FILE_ records,https://github.com/MariaDB/server/pull/3507
3506,MariaDB Corporation,2024-09-09T18:12:04Z,bnestere,closed,MDEV-33500 (part 2): rpl.rpl_parallel_sbm can still fail,https://github.com/MariaDB/server/pull/3506
3505,,2024-09-09T13:14:46Z,dr-m,closed,MDEV-34879 InnoDB fails to merge the change buffer to ROW_FORMAT=COMPRESSED tables,https://github.com/MariaDB/server/pull/3505
3504,MariaDB Foundation,2024-09-09T04:20:05Z,grooverdan,closed," MDEV-33894 / 34825 FreeBSD - few InnoDB things are innodb, cmake/os/FreeBSD lost in merge",https://github.com/MariaDB/server/pull/3504
3503,External Contribution,2024-09-06T22:46:45Z,anson1014,open,MDEV-36000 - Add major version upgrade testing from previous versions to mysql_upgrade.test,https://github.com/MariaDB/server/pull/3503
3502,External Contribution,2024-09-05T00:56:40Z,keeper,open,[MDEV-33834] Extend audit plugin to include tls_version and tls_version_length variables,https://github.com/MariaDB/server/pull/3502
3501,,2024-09-04T19:33:43Z,iangilfillan,closed,MDEV-26114: Update Sys Schema README,https://github.com/MariaDB/server/pull/3501
3500,,2024-09-04T17:27:17Z,tonychen2001,closed,MDEV-34869 ssl_cipher parameter cannot configure TLSv1.3 and TLSv1.2 ciphers at the same time,https://github.com/MariaDB/server/pull/3500
3499,MariaDB Foundation,2024-09-04T14:53:12Z,LinuxJedi,open,[DRAFT] MDEV-34867: Add no-content-type to S3 engine,https://github.com/MariaDB/server/pull/3499
3498,MariaDB Foundation,2024-09-04T00:16:06Z,grooverdan,closed,MDEV-34864 SHOW INDEX FROM - SEQ_IN_INDEX to ULong,https://github.com/MariaDB/server/pull/3498
3497,,2024-09-03T17:17:33Z,iangilfillan,closed,"Update man pages, binary names, version",https://github.com/MariaDB/server/pull/3497
3496,"GSoC, External Contribution",2024-09-03T10:12:13Z,Simoffsky,open,MDEV-12302: Execute triggers for foreign key updates/deletes [WIP],https://github.com/MariaDB/server/pull/3496
3495,,2024-09-02T13:19:44Z,svoj,closed,MDEV-34862 ALTER TABLE fixes for high-level indexes,https://github.com/MariaDB/server/pull/3495
3494,,2024-09-02T10:17:58Z,Thirunarayanan,closed,MDEV-34855  Bootstrap hangs while shrinking the system tablespace ,https://github.com/MariaDB/server/pull/3494
3493,,2024-09-01T23:39:55Z,ParadoxV5,closed,Extract some of #3360 fixes to 10.6.x,https://github.com/MariaDB/server/pull/3493
3492,,2024-08-30T20:22:17Z,hartmut-mariadb,closed,"Make sure ""logger"" message arguments are not interpreted as command line switches",https://github.com/MariaDB/server/pull/3492
3491,,2024-08-30T19:54:37Z,hartmut-mariadb,closed,MDEV-34847 : Unquoted argument in {{logger}} call leads to invalid ar…,https://github.com/MariaDB/server/pull/3491
3490,MariaDB Corporation,2024-08-30T16:31:27Z,bnestere,closed,MDEV-34348: Enable -Wcast-function-type-strict,https://github.com/MariaDB/server/pull/3490
3489,Codership,2024-08-30T12:54:38Z,janlindstrom,closed,MDEV-34841 : Enable working Galera tests,https://github.com/MariaDB/server/pull/3489
3488,,2024-08-29T11:09:55Z,dr-m,closed,MDEV-34830: LSN in the future is not being treated as serious corruption,https://github.com/MariaDB/server/pull/3488
3487,MariaDB Corporation,2024-08-29T05:52:01Z,mariadb-YuchenPei,open,MDEV-24813 [poc] Signal full table lock when cond is NULL,https://github.com/MariaDB/server/pull/3487
3486,,2024-08-28T09:23:20Z,dr-m,closed,MDEV-34823 Invalid arguments in ib_push_warning(),https://github.com/MariaDB/server/pull/3486
3485,"MariaDB Corporation, GSoC",2024-08-28T06:08:00Z,ParadoxV5,closed,Extract some of #3360 fixes to 10.5.x,https://github.com/MariaDB/server/pull/3485
3484,MariaDB Foundation,2024-08-28T03:38:51Z,grooverdan,closed,MDEV-34825 FreeBSD fails to build under clang natively,https://github.com/MariaDB/server/pull/3484
3483,,2024-08-27T14:58:45Z,dr-m,closed,MDEV-34803 innodb_lru_flush_size is no longer used,https://github.com/MariaDB/server/pull/3483
3482,,2024-08-27T12:41:39Z,LinuxJedi,closed,Update markdown files for `main` branch,https://github.com/MariaDB/server/pull/3482
3481,Codership,2024-08-27T08:58:45Z,denis-protivensky,closed,Skip FK checks in Galera during applying in IST,https://github.com/MariaDB/server/pull/3481
3480,Codership,2024-08-27T06:01:21Z,janlindstrom,closed,MDEV-30653 : With wsrep_mode=REPLICATE_ARIA only part of mixed-engine…,https://github.com/MariaDB/server/pull/3480
3479,,2024-08-26T13:08:32Z,dr-m,closed,MDEV-34791: Redundant page lookups hurt performance,https://github.com/MariaDB/server/pull/3479
3478,,2024-08-23T23:10:03Z,mrgharabaghi,closed,Update mysqldump,https://github.com/MariaDB/server/pull/3478
3477,External Contribution,2024-08-23T21:20:52Z,SouradeepSaha,closed,[WiP] Validate password does not match any username,https://github.com/MariaDB/server/pull/3477
3476,,2024-08-23T07:36:04Z,dr-m,closed,MDEV-34802 Recovery fails to note some log corruption,https://github.com/MariaDB/server/pull/3476
3475,External Contribution,2024-08-22T11:54:50Z,FaramosCZ,open,MDEV-35999 - Update THIRDPARTY license file to reflect reality,https://github.com/MariaDB/server/pull/3475
3474,MariaDB Corporation,2024-08-21T07:27:24Z,Olernov,open,MDEV33281 - Optimizer hints,https://github.com/MariaDB/server/pull/3474
3473,,2024-08-20T20:22:12Z,DaveGosselin-MariaDB,closed,MDEV-34687: Attempt to warn on unexpected binlog file modification,https://github.com/MariaDB/server/pull/3473
3472,,2024-08-20T19:33:36Z,DaveGosselin-MariaDB,closed,MDEV-34787: invalid instruction signal 4,https://github.com/MariaDB/server/pull/3472
3471,,2024-08-20T15:07:56Z,dr-m,closed,MDEV-34565 MariaDB crashes with SIGILL because the OS does not support AVX512,https://github.com/MariaDB/server/pull/3471
3470,MariaDB Corporation,2024-08-20T09:29:55Z,Thirunarayanan,open,MDEV-34772  Overuse of big stackvariables results in stackoverflows,https://github.com/MariaDB/server/pull/3470
3469,External Contribution,2024-08-18T20:22:40Z,sitano,closed,"MDEV-33075 [backport/2f5174e556] [10.5] Resolve server shutdown issues on macOS, Solaris, and FreeBSD",https://github.com/MariaDB/server/pull/3469
3468,MariaDB Corporation,2024-08-17T18:53:43Z,bnestere,closed,MDEV-34765: rpl.master_last_event_time_stmt fails with Result Length …,https://github.com/MariaDB/server/pull/3468
3467,MariaDB Corporation,2024-08-16T14:55:57Z,dr-m,closed,MDEV-34759: buf_page_get_low() is unnecessarily acquiring exclusive latch,https://github.com/MariaDB/server/pull/3467
3466,,2024-08-16T14:24:19Z,Thirunarayanan,closed,MDEV-34529  Shrink the system tablespace when system tablespace contains MDEV-30671 leaked undo pages,https://github.com/MariaDB/server/pull/3466
3465,,2024-08-16T09:20:59Z,yuravk,closed,MDEV-35407 Suppress STDERR while determining rpm package vendor and version in %prein scriptlet,https://github.com/MariaDB/server/pull/3465
3464,,2024-08-16T06:59:28Z,Thirunarayanan,closed,MDEV-34756  Validation of new foreign key skipped if innodb_alter_copy_bulk= ON,https://github.com/MariaDB/server/pull/3464
3463,,2024-08-14T20:33:49Z,StefanoPetrilli,closed,MDEV-34278: Implements DISTINCT for ST_Collect,https://github.com/MariaDB/server/pull/3463
3462,MariaDB Foundation,2024-08-14T02:27:13Z,grooverdan,closed,MDEV-34754 packaging prep for oracular,https://github.com/MariaDB/server/pull/3462
3461,MariaDB Foundation,2024-08-13T22:32:15Z,grooverdan,closed,MDEV-34753 memory pressure - erroneous termination condition,https://github.com/MariaDB/server/pull/3461
3460,,2024-08-13T16:32:21Z,tvdijen,closed,Fix typo in xtrabackup output,https://github.com/MariaDB/server/pull/3460
3459,External Contribution,2024-08-13T15:28:41Z,sitano,closed,"MDEV-33075 [backport/2f5174e556] [10.11] Resolve server shutdown issues on macOS, Solaris, and FreeBSD",https://github.com/MariaDB/server/pull/3459
3458,,2024-08-13T10:50:51Z,dr-m,closed,MDEV-34750 SET GLOBAL innodb_log_file_size is not crash safe,https://github.com/MariaDB/server/pull/3458
3457,,2024-08-13T10:06:35Z,wet6123,closed,Fix typo at mysql-test README,https://github.com/MariaDB/server/pull/3457
3456,,2024-08-13T10:00:13Z,wet6123,closed,fix typo at mysql-test README,https://github.com/MariaDB/server/pull/3456
3455,MariaDB Corporation,2024-08-12T17:04:53Z,Thirunarayanan,open,MDEV-34372  Temporary tablespace decryption fails with ER_NOT_KEYFILE,https://github.com/MariaDB/server/pull/3455
3454,MariaDB Corporation,2024-08-12T04:33:06Z,bnestere,closed,MDEV-20153: Slave error message incorrectly mentions server_uuid,https://github.com/MariaDB/server/pull/3454
3453,,2024-08-11T22:40:18Z,iangilfillan,closed,Update sponsors,https://github.com/MariaDB/server/pull/3453
3452,MariaDB Corporation,2024-08-09T10:10:38Z,Thirunarayanan,open,MDEV-33927	Wrong error message while altering the table with foreign key relationship,https://github.com/MariaDB/server/pull/3452
3451,,2024-08-06T06:01:13Z,dr-m,closed,MDEV-34707: BUF_GET_RECOVER assertion failure on upgrade,https://github.com/MariaDB/server/pull/3451
3450,MariaDB Corporation,2024-08-04T16:29:05Z,bnestere,closed,MDEV-33756: Deprecate binlog_optimize_thread_scheduling,https://github.com/MariaDB/server/pull/3450
3449,MariaDB Corporation,2024-08-04T06:36:28Z,Olernov,open,MDEV-27201 Do not compute unused aggregate functions for derived tables and views,https://github.com/MariaDB/server/pull/3449
3448,MariaDB Corporation,2024-08-02T14:03:04Z,dr-m,closed,MDEV-34515: Contention between secondary index UPDATE and purge due to large innodb_purge_batch_size,https://github.com/MariaDB/server/pull/3448
3447,MariaDB Corporation,2024-08-02T12:16:30Z,Olernov,closed,MDEV-34683 Types mismatch when cloning items causes debug assertion,https://github.com/MariaDB/server/pull/3447
3446,,2024-08-02T07:49:32Z,mariadb-DebarunBanerjee,closed,MDEV-34689 Redo log corruption at high load,https://github.com/MariaDB/server/pull/3446
3445,MariaDB Corporation,2024-08-02T06:28:21Z,Olernov,closed,MDEV-27277 Add a warning when max_sort_length is reached,https://github.com/MariaDB/server/pull/3445
3444,MariaDB Foundation,2024-08-02T02:20:30Z,grooverdan,closed,MDEV-33750: postfix debian-start.inc,https://github.com/MariaDB/server/pull/3444
3443,MariaDB Corporation,2024-08-01T15:03:38Z,Olernov,closed,MDEV-34665 Simplify IN predicate processing for NULL-aware materializ…,https://github.com/MariaDB/server/pull/3443
3442,,2024-08-01T12:17:11Z,Thirunarayanan,closed,MDEV-29010	Table cannot be loaded after instant ALTER,https://github.com/MariaDB/server/pull/3442
3441,Codership,2024-08-01T05:32:48Z,janlindstrom,closed,MDEV-32782 : galera_sst_mysqldump_with_key test failed,https://github.com/MariaDB/server/pull/3441
3440,Codership,2024-07-31T11:47:39Z,janlindstrom,closed,MDEV-32778 : galera_ssl_reload failed with warning message,https://github.com/MariaDB/server/pull/3440
3439,MariaDB Corporation,2024-07-31T07:03:49Z,dr-m,closed,MDEV-34678 pthread_mutex_init() without pthread_mutex_destroy(),https://github.com/MariaDB/server/pull/3439
3438,,2024-07-31T05:38:58Z,Thirunarayanan,closed,MDEV-34670 IMPORT TABLESPACE unnecessarily traverses tablespace list,https://github.com/MariaDB/server/pull/3438
3437,Codership,2024-07-30T14:55:57Z,temeo,closed,MDEV-32363 Shut down Galera networking and logging on fatal signal,https://github.com/MariaDB/server/pull/3437
3436,,2024-07-30T14:27:09Z,LinuxJedi,closed,MDEV-34605 Fix tmp_table_count-7586,https://github.com/MariaDB/server/pull/3436
3435,Codership,2024-07-30T09:36:02Z,janlindstrom,closed,10.5 mdev 25614,https://github.com/MariaDB/server/pull/3435
3434,MariaDB Foundation,2024-07-30T03:48:33Z,grooverdan,closed,MDEV-34669: ER_NEED_REPREPARE on SELECT DEFAULT(name) FROM table1_containing_sequence,https://github.com/MariaDB/server/pull/3434
3433,,2024-07-29T20:54:17Z,DaveGosselin-MariaDB,closed,MDEV-34422 InnoDB writes corrupted log on macOS and AIX due to uninitialized log_sys.lsn_lock,https://github.com/MariaDB/server/pull/3433
3432,,2024-07-29T10:58:12Z,spetrunia,closed,MDEV-34664: Add an option to fix InnoDB's doubling of secondary index…,https://github.com/MariaDB/server/pull/3432
3431,,2024-07-29T09:07:15Z,dr-m,closed,MDEV-34458: Remove more traces of BTR_MODIFY_PREV,https://github.com/MariaDB/server/pull/3431
3430,,2024-07-29T08:08:36Z,dr-m,closed,MDEV-34565: SIGILL due to OS not supporting AVX512,https://github.com/MariaDB/server/pull/3430
3429,MariaDB Corporation,2024-07-28T02:07:12Z,ParadoxV5,open,Use `strmake` over `my_snprintf` to copy strings,https://github.com/MariaDB/server/pull/3429
3428,MariaDB Foundation,2024-07-27T02:55:50Z,grooverdan,closed,MDEV-19052 main.win postfix --view-protocol compat,https://github.com/MariaDB/server/pull/3428
3427,External Contribution,2024-07-27T00:31:27Z,SouradeepSaha,closed,Cleanup Whitespace in win/ directory,https://github.com/MariaDB/server/pull/3427
3426,,2024-07-26T23:36:29Z,SouradeepSaha,closed,Cleanup Whitespace in win/ directory,https://github.com/MariaDB/server/pull/3426
3425,External Contribution,2024-07-26T16:58:40Z,HashimSyedUBC,open,MDEV-36012 - Test pull request to keep track of currently failing tests on 11.6,https://github.com/MariaDB/server/pull/3425
3424,Codership,2024-07-26T10:18:02Z,janlindstrom,closed,MDEV-34647 : 'INSERT...SELECT' on MyISAM table suddenly replicated by…,https://github.com/MariaDB/server/pull/3424
3423,Codership,2024-07-26T10:07:11Z,janlindstrom,closed,MDEV-34647 : 'INSERT...SELECT' on MyISAM table suddenly replicated by…,https://github.com/MariaDB/server/pull/3423
3422,,2024-07-26T08:57:03Z,Thirunarayanan,closed,"MDEV-14231 MATCH() AGAINST( IN BOOLEAN MODE), results mismatch",https://github.com/MariaDB/server/pull/3422
3421,MariaDB Corporation,2024-07-25T10:06:16Z,Olernov,open,WIP: MDEV-33755 Some test cause MSAN alarms due to uninitialized Item_func…,https://github.com/MariaDB/server/pull/3421
3420,,2024-07-24T13:32:10Z,Thirunarayanan,closed,MDEV-34181  Instant table aborts after discard tablespace,https://github.com/MariaDB/server/pull/3420
3419,MariaDB Foundation,2024-07-24T04:56:06Z,grooverdan,open,MDEV-34642 Shutdown take indefinite time when /tmp is full.,https://github.com/MariaDB/server/pull/3419
3418,,2024-07-23T16:08:50Z,Thirunarayanan,closed,MDEV-34066  Output of SHOW ENGINE INNODB STATUS uses the nanoseconds suffix for microseconds,https://github.com/MariaDB/server/pull/3418
3417,,2024-07-23T12:11:17Z,Thirunarayanan,closed,MDEV-34357   InnoDB: Assertion failure in file ./storage/innobase/page/page0zip.cc line 4211,https://github.com/MariaDB/server/pull/3417
3416,Codership,2024-07-23T08:58:27Z,janlindstrom,closed,MDEV-34640 : galera_var_ignore_apply_errors test freezes,https://github.com/MariaDB/server/pull/3416
3415,MariaDB Corporation,2024-07-23T08:54:29Z,Olernov,closed,MDEV-34634 Types mismatch when cloning items causes debug assertion,https://github.com/MariaDB/server/pull/3415
3414,Codership,2024-07-23T06:40:44Z,janlindstrom,closed,MDEV-34594 : Assertion `client_state.transaction().active()' failed in,https://github.com/MariaDB/server/pull/3414
3413,MariaDB Foundation,2024-07-23T03:41:41Z,grooverdan,closed,MDEV-34617 galera.galera_ist_mariabackup_verify_ca fails on FreeBSD,https://github.com/MariaDB/server/pull/3413
3412,,2024-07-22T15:24:25Z,StefanoPetrilli,closed,Fix typo spatial_ref_sys,https://github.com/MariaDB/server/pull/3412
3411,,2024-07-22T14:59:01Z,StefanoPetrilli,closed, MDEV-34177: Implement the GIS function ST_PointFromGeoHash,https://github.com/MariaDB/server/pull/3411
3410,,2024-07-22T08:40:41Z,StefanoPetrilli,closed, MDEV-34160: Implement the GIS function ST_LongFromGeoHash,https://github.com/MariaDB/server/pull/3410
3409,MariaDB Corporation,2024-07-22T06:50:40Z,Thirunarayanan,open,MDEV-34608 Temporary tablespace information missing in INFORMATION SCHEMA.INNODB_TABLESPACES_ENCRYPTION,https://github.com/MariaDB/server/pull/3409
3408,,2024-07-19T23:06:03Z,HugoWenTD,closed,MDEV-34625 Fix undefined behavior of using uninitialized member variables,https://github.com/MariaDB/server/pull/3408
3407,,2024-07-19T14:45:37Z,DaveGosselin-MariaDB,closed,MDEV-33971 fix --view-protocol under main.name_const_replacment test,https://github.com/MariaDB/server/pull/3407
3406,External Contribution,2024-07-17T19:16:24Z,HashimSyedUBC,open,MDEV-7451: Duplicate log messages when creating table with partitions,https://github.com/MariaDB/server/pull/3406
3405,,2024-07-17T10:38:49Z,StefanoPetrilli,closed, MDEV-34159: Implement the GIS function ST_LatFromGeoHash,https://github.com/MariaDB/server/pull/3405
3404,,2024-07-16T12:59:58Z,StefanoPetrilli,closed,MDEV-34158: Implement the GIS function ST_Geohash,https://github.com/MariaDB/server/pull/3404
3403,,2024-07-16T12:46:41Z,iangilfillan,closed,Add missing options to the mariadb-dump man page,https://github.com/MariaDB/server/pull/3403
3402,,2024-07-16T10:18:39Z,SongLibing,closed,MDEV-32014 Rename binlog cache temporary file to binlog file for large transactions,https://github.com/MariaDB/server/pull/3402
3401,External Contribution,2024-07-15T16:47:59Z,HashimSyedUBC,open,MDEV-34680 Asynchronous and Buffered Logging in MySQL Audit Plugin,https://github.com/MariaDB/server/pull/3401
3400,,2024-07-15T15:25:11Z,DaveGosselin-MariaDB,closed,MDEV-27037 mysqlbinlog emits a warning when reaching EOF before stop-condition,https://github.com/MariaDB/server/pull/3400
3399,,2024-07-12T19:46:01Z,iangilfillan,closed,MDEV-34581: Fix flashback mode man pages,https://github.com/MariaDB/server/pull/3399
3398,MariaDB Foundation,2024-07-12T14:31:55Z,cvicentiu,open,MDEV-34579: sp-no-valgrind fails when server is compiled with valgrind,https://github.com/MariaDB/server/pull/3398
3397,MariaDB Foundation,2024-07-12T07:44:44Z,grooverdan,open,MDEV-33967 hander socket writes do not result in binary log entries,https://github.com/MariaDB/server/pull/3397
3396,,2024-07-12T07:39:34Z,Thirunarayanan,closed,MDEV-34543  Shutdown hangs while freeing the asynchronous i/o slots,https://github.com/MariaDB/server/pull/3396
3395,,2024-07-11T09:29:33Z,StefanoPetrilli,closed,MDEV-34278: Implement the GIS function ST_Collect ,https://github.com/MariaDB/server/pull/3395
3394,MariaDB Foundation,2024-07-11T08:25:14Z,grooverdan,closed,MDEV-34568 rpl.rpl_mdev12179 - correct for Windows,https://github.com/MariaDB/server/pull/3394
3393,,2024-07-11T06:55:45Z,grooverdan,closed,mtr: remove not_valgrind_build,https://github.com/MariaDB/server/pull/3393
3392,,2024-07-10T14:08:10Z,Thirunarayanan,closed,MDEV-34542  Assertion `lock_trx_has_sys_table_locks(trx) == __null' failed in void row_mysql_unfreeze_data_dictionary(trx_t*),https://github.com/MariaDB/server/pull/3392
3391,MariaDB Corporation,2024-07-09T15:38:05Z,bnestere,closed,MDEV-26652: xa transactions binlogged in wrong order,https://github.com/MariaDB/server/pull/3391
3390,,2024-07-09T12:23:54Z,Thirunarayanan,closed,MDEV-34552  innodb.temp_tablespace_freed fails with ER_WRONG_ARGUMENTS,https://github.com/MariaDB/server/pull/3390
3389,,2024-07-08T07:31:54Z,dr-m,closed,MDEV-34510: UBSAN: overflow on adding an unsigned offset,https://github.com/MariaDB/server/pull/3389
3388,,2024-07-05T12:57:11Z,Thirunarayanan,closed,MDEV-34474 InnoDB: Failing assertion: stat_n_leaf_pages > 0 in ha_innobase::estimate_rows_upper_bound,https://github.com/MariaDB/server/pull/3388
