PR-number,labels,created_date,creator_username,status,PR-title,PR-URL
3164,Codership,2024-03-28T12:12:33Z,sjaakola,closed,MDEV-33749 hyphen in table name can cause galera certification failures,https://github.com/MariaDB/server/pull/3164
3163,,2024-03-28T11:37:42Z,Thirunarayanan,closed,MDEV-20094 InnoDB blob allocation allocates extra extents,https://github.com/MariaDB/server/pull/3163
3162,Codership,2024-03-28T10:24:41Z,janlindstrom,closed,MDEV-33787 : Fix Galera test failures on 10.11,https://github.com/MariaDB/server/pull/3162
3161,Codership,2024-03-28T09:47:18Z,denis-protivensky,closed,MDEV-32633: Fix Galera cluster <-> native replication interaction,https://github.com/MariaDB/server/pull/3161
3160,,2024-03-28T02:59:36Z,grooverdan,closed,MDEV-33044 Loading time zones does not work with alter_algorithm INPLACE (postfix),https://github.com/MariaDB/server/pull/3160
3159,MariaDB Foundation,2024-03-28T02:13:17Z,grooverdan,closed,MDEV-33290: Disable ColumnStore based on boost version (postfix),https://github.com/MariaDB/server/pull/3159
3158,,2024-03-27T11:50:48Z,dr-m,closed,MDEV-33779 InnoDB row operations could be faster,https://github.com/MariaDB/server/pull/3158
3157,,2024-03-27T01:19:17Z,grooverdan,closed,MDEV-33301 alternate capset,https://github.com/MariaDB/server/pull/3157
3156,,2024-03-27T00:37:17Z,HugoWenTD,closed,MDEV-33408 Update insert algorithm for HNSW index,https://github.com/MariaDB/server/pull/3156
3155,,2024-03-26T10:01:57Z,Thirunarayanan,closed,MDEV-33770  Alter operation hangs when encryption thread works on the same tablespace,https://github.com/MariaDB/server/pull/3155
3154,,2024-03-25T21:09:58Z,DarrenZhang01,closed,Update tests to be compatible with OpenSSL 3.2.0,https://github.com/MariaDB/server/pull/3154
3153,,2024-03-25T17:01:55Z,andremralves,closed,MDEV-33659 Fix crash in kdf() without parameters,https://github.com/MariaDB/server/pull/3153
3152,,2024-03-25T09:57:23Z,vlad-lesin,closed,MDEV-33757 Get rid of TrxUndoRsegs code,https://github.com/MariaDB/server/pull/3152
3151,,2024-03-25T00:15:33Z,andremralves,closed,MDEV-33659 Server crashed at Create_func_aes_decrypt::create_native,https://github.com/MariaDB/server/pull/3151
3150,,2024-03-23T00:29:13Z,robinnewhouse,closed,Enable mini-benchmark to run with perf,https://github.com/MariaDB/server/pull/3150
3149,Codership,2024-03-22T13:38:38Z,sciascid,closed,MDEV-33509 Failed to apply write set with flags=(rollback|pa_unsafe),https://github.com/MariaDB/server/pull/3149
3148,,2024-03-22T10:30:46Z,dr-m,closed,MDEV-33515 log_sys.lsn_lock causes excessive context switching,https://github.com/MariaDB/server/pull/3148
3147,,2024-03-22T08:35:14Z,illuusio,closed,MDEV-31046: Test is fakeroot is working with /usr/bin/true,https://github.com/MariaDB/server/pull/3147
3146,,2024-03-22T07:46:17Z,illuusio,closed,MDEV-33750: Sync configuratons from Debian Salsa,https://github.com/MariaDB/server/pull/3146
3145,,2024-03-21T12:52:58Z,Thirunarayanan,closed,MDEV-33087 ALTER TABLE...ALGORITHM=COPY should build indexes more efficiently,https://github.com/MariaDB/server/pull/3145
3144,,2024-03-21T03:53:53Z,grooverdan,closed,MDEV-33726 Moving from MariaDB 10.5 to 10.6 mysql_upgrade,https://github.com/MariaDB/server/pull/3144
3143,,2024-03-21T00:04:48Z,StefanoPetrilli,closed,MDEV-11339 Support UUID v4 generation,https://github.com/MariaDB/server/pull/3143
3142,,2024-03-20T22:02:15Z,HugoWenTD,closed,MDEV-33574 Improve mysqlbinlog error message,https://github.com/MariaDB/server/pull/3142
3141,,2024-03-20T17:17:30Z,anson1014,closed,MDEV-33044 Loading time zones does not work with alter_algorithm INPLACE,https://github.com/MariaDB/server/pull/3141
3140,MariaDB Corporation,2024-03-20T10:11:44Z,spetrunia,closed,MDEV-21102: Server crashes in JOIN_CACHE::write_record_data upon EXPL…,https://github.com/MariaDB/server/pull/3140
3139,need feedback,2024-03-19T06:01:34Z,ahmedmadbouly186,closed,MDEV-249034 fix assersion (prefix_size <= width),https://github.com/MariaDB/server/pull/3139
3138,,2024-03-18T19:57:55Z,ahmedmadbouly186,closed,solve bug  MDEV-24931,https://github.com/MariaDB/server/pull/3138
3137,,2024-03-18T18:10:42Z,3abqreno,closed,MDEV-31736: format_bytes implementation,https://github.com/MariaDB/server/pull/3137
3136,,2024-03-18T17:21:14Z,DaveGosselin-MariaDB,closed,MDEV-32777 DDL operations very slow under macOS,https://github.com/MariaDB/server/pull/3136
3135,,2024-03-18T16:30:33Z,DaveGosselin-MariaDB,closed,MDEV-33460 select '123' 'x'; unexpected result,https://github.com/MariaDB/server/pull/3135
3134,,2024-03-18T16:05:16Z,DaveGosselin-MariaDB,closed,MDEV-33652 compat/oracle.sp-inout fails on macOS,https://github.com/MariaDB/server/pull/3134
3133,Codership,2024-03-18T11:41:27Z,plampio,closed,MDEV-33038 Galera test failure on galera_concurrent_ctas,https://github.com/MariaDB/server/pull/3133
3132,,2024-03-18T06:39:44Z,grooverdan,closed,MDEV-33636: RPM caps is on mariadbd exe,https://github.com/MariaDB/server/pull/3132
3131,"need feedback, External Contribution",2024-03-17T10:12:39Z,andremralves,open,MDEV-33660: Warns the user if they try to set auto_increment <= max_v…,https://github.com/MariaDB/server/pull/3131
3130,,2024-03-16T10:49:04Z,andremralves,closed,MDEV-33618: add mariadbd_safe to option groups,https://github.com/MariaDB/server/pull/3130
3129,,2024-03-15T22:33:51Z,kalyan02,closed,Add #if defines around usage of OS_DATA_FILE_NO_O_DIRECT,https://github.com/MariaDB/server/pull/3129
3128,MariaDB Corporation,2024-03-14T16:58:44Z,bnestere,closed,MDEV-33672: Gtid_log_event Construction from File Should Ensure Event Length When Using Extra Flags,https://github.com/MariaDB/server/pull/3128
3127,,2024-03-14T14:04:21Z,Thirunarayanan,closed,MDEV-33214 Table is getting rebuild with ALTER TABLE ADD COLUMN,https://github.com/MariaDB/server/pull/3127
3126,Codership,2024-03-14T08:51:49Z,janlindstrom,open,MDEV-33677 : Port Performance Schema for Galera from ES,https://github.com/MariaDB/server/pull/3126
3125,,2024-03-13T22:39:23Z,keeper,closed,MDEV-29955: Set path for zlib library with pkg-config,https://github.com/MariaDB/server/pull/3125
3124,,2024-03-13T13:07:09Z,spetrunia,closed,MDEV-33665: MSAN failure due to uninitialized Item_func::not_null_tab…,https://github.com/MariaDB/server/pull/3124
3123,MariaDB Corporation,2024-03-13T08:56:03Z,spetrunia,closed,MDEV-12404: Add assertions about Index Condition Pushdown use,https://github.com/MariaDB/server/pull/3123
3122,Codership,2024-03-13T06:15:18Z,janlindstrom,closed,MDEV-32974 : Member fails to join due to old seqno in GTID,https://github.com/MariaDB/server/pull/3122
3121,Codership,2024-03-13T06:11:54Z,janlindstrom,closed,MDEV-32974 : Member fails to join due to old seqno in GTID,https://github.com/MariaDB/server/pull/3121
3120,,2024-03-09T01:10:20Z,tonychen2001,closed,MDEV-33469 Fix behavior on invalid arguments,https://github.com/MariaDB/server/pull/3120
3119,,2024-03-08T13:02:24Z,Thirunarayanan,closed,MDEV-33635 innodb.innodb-64k-crash - Found warnings/errors in server log file,https://github.com/MariaDB/server/pull/3119
3118,,2024-03-08T10:01:09Z,mariadb-DebarunBanerjee,closed,MDEV-31154 Fatal InnoDB error or assertion `!is_v' failure upon multi…,https://github.com/MariaDB/server/pull/3118
3117,,2024-03-08T09:58:33Z,Thirunarayanan,closed,MDEV-33599  innodb.innodb-64k-crash - frequent timeout after 900 seconds,https://github.com/MariaDB/server/pull/3117
3116,MariaDB Foundation,2024-03-08T05:56:26Z,grooverdan,closed,MDEV-33631 Ubuntu/Debian MYSQL_SERVER_SUFFIX is version+suffix on Mar…,https://github.com/MariaDB/server/pull/3116
3115,,2024-03-08T00:33:55Z,PinkFreud,closed, MDEV-34604 mytop - fix specifying filters in .mytop,https://github.com/MariaDB/server/pull/3115
3114,External Contribution,2024-03-07T23:00:25Z,lottaquestions,open,MDEV-5228 Fix incorrect message on a failed attempt to revoke grants from a role,https://github.com/MariaDB/server/pull/3114
3113,MariaDB Corporation,2024-03-07T20:45:36Z,DaveGosselin-MariaDB,open,MTR flag to mark tests as incompatible with macOS,https://github.com/MariaDB/server/pull/3113
3112,,2024-03-07T14:48:51Z,sciascid,closed,MDEV-33540 Avoid writes to TRX_SYS page during mariabackup operations,https://github.com/MariaDB/server/pull/3112
3111,Codership,2024-03-06T15:17:39Z,denis-protivensky,closed,MDEV-32633: Fix Galera cluster <-> native replication interaction,https://github.com/MariaDB/server/pull/3111
3110,,2024-03-06T14:58:44Z,dr-m,closed,MDEV-33613 InnoDB may still hang when temporarily running out of buffer pool,https://github.com/MariaDB/server/pull/3110
3109,,2024-03-06T06:41:15Z,Thirunarayanan,closed,MDEV-32346  Assertion failure sym_node->table != NULL in pars_retrieve_table_def on UPDATE,https://github.com/MariaDB/server/pull/3109
3108,,2024-03-06T06:38:46Z,Thirunarayanan,closed,MDEV-13765 encryption.encrypt_and_grep failed in buildbot with wrong result,https://github.com/MariaDB/server/pull/3108
3107,MariaDB Corporation,2024-03-06T06:02:19Z,dr-m,open,MDEV-29445 reorganise innodb buffer pool (and remove buffer pool chunks),https://github.com/MariaDB/server/pull/3107
3106,,2024-03-06T05:01:37Z,grooverdan,closed,MDEV-30676 rpl.parallel_backup* tests sometimes fail,https://github.com/MariaDB/server/pull/3106
3105,MariaDB Foundation,2024-03-06T04:16:15Z,grooverdan,closed,MDEV-33603 connect.part_table test failure - ppc64le only,https://github.com/MariaDB/server/pull/3105
3104,,2024-03-06T03:16:05Z,grooverdan,closed,MDEV-33600 galera.MDEV-25731 failure wsrep_replicate_myisam removed in 10.7,https://github.com/MariaDB/server/pull/3104
3103,,2024-03-06T02:22:18Z,grooverdan,closed,MDEV-31379 Undefined behavior in the reference Ed25519 implementation,https://github.com/MariaDB/server/pull/3103
3102,,2024-03-05T06:44:42Z,mariadb-DebarunBanerjee,closed,MDEV-33593 Auto increment deadlock error causes ASSERT in subsequent …,https://github.com/MariaDB/server/pull/3102
3101,MariaDB Foundation,2024-03-05T03:52:27Z,grooverdan,closed,MDEV-33592: Use X509v3 for compatibility with libraries,https://github.com/MariaDB/server/pull/3101
3100,,2024-03-04T23:20:59Z,robinnewhouse,closed,Update URLs in test_upgrade script,https://github.com/MariaDB/server/pull/3100
3099,MariaDB Corporation,2024-03-04T18:19:43Z,bnestere,closed,MDEV-33465: an option to enable semisync recovery,https://github.com/MariaDB/server/pull/3099
3098,,2024-03-04T16:30:02Z,dr-m,closed,MDEV-33588 buf::Block_hint is a performance hog,https://github.com/MariaDB/server/pull/3098
3097,,2024-03-04T13:21:41Z,Thirunarayanan,closed,MDEV-32445  InnoDB may corrupt its log before upgrading it on startup,https://github.com/MariaDB/server/pull/3097
3096,,2024-03-03T19:28:41Z,mariadb-RexJohnston,closed,MDEV-31466 Add optional correlation column list for derived tables,https://github.com/MariaDB/server/pull/3096
3095,,2024-03-03T07:22:07Z,staabm,closed,Remove unnecessary whitespace in mysqldump,https://github.com/MariaDB/server/pull/3095
3094,External Contribution,2024-03-01T23:20:54Z,HugoWenTD,closed,MDEV-35997 - Support vector ANN search benchmarking,https://github.com/MariaDB/server/pull/3094
3093,,2024-02-29T18:13:00Z,StefanoPetrilli,closed,MDEV-32637 Implement native UUID7 function,https://github.com/MariaDB/server/pull/3093
3092,,2024-02-29T11:06:49Z,tgross35,closed,Update doxygen annotations in `plugin.h`,https://github.com/MariaDB/server/pull/3092
3091,,2024-02-29T09:56:34Z,dr-m,closed,MDEV-33545: Map innodb_flush_method=O_DIRECT_NO_FSYNC to a new innodb_doublewrite setting,https://github.com/MariaDB/server/pull/3091
3090,,2024-02-29T09:02:53Z,Thirunarayanan,closed,MDEV-33542  Inplace algorithm occupies more disk space compared to copy algorithm,https://github.com/MariaDB/server/pull/3090
3089,MariaDB Corporation,2024-02-28T17:55:58Z,bnestere,closed,MDEV-33551: Semi-sync Wait Point AFTER_COMMIT Slow on Workloads with Heavy Concurrency,https://github.com/MariaDB/server/pull/3089
3088,,2024-02-28T15:05:12Z,dr-m,closed,MDEV-33559 matched_rec::block should be allocated from the buffer pool,https://github.com/MariaDB/server/pull/3088
3087,,2024-02-28T08:03:35Z,poempeng,closed,MDEV-33487 Feature non-blocking binlog,https://github.com/MariaDB/server/pull/3087
3086,MariaDB Corporation,2024-02-26T19:33:03Z,bnestere,closed,MDEV-33546: Rpl_semi_sync_slave_status is ON When Replication Is Not Configured,https://github.com/MariaDB/server/pull/3086
3085,,2024-02-26T13:36:39Z,Thirunarayanan,closed,MDEV-14193 innodb.log_file_name failed in buildbot with exception,https://github.com/MariaDB/server/pull/3085
3084,,2024-02-26T09:09:53Z,Thirunarayanan,closed,MDEV-19044  Alter table corrupts while applying the modification log,https://github.com/MariaDB/server/pull/3084
3083,,2024-02-26T08:09:53Z,Thirunarayanan,closed,MDEV-19044  Alter table corrupts while applying the modification log,https://github.com/MariaDB/server/pull/3083
3082,MariaDB Corporation,2024-02-23T14:30:13Z,Olernov,closed,MDEV-15656 follow-up: fix rocksdb.group_min_max test,https://github.com/MariaDB/server/pull/3082
3081,,2024-02-22T18:16:29Z,mariadb-DebarunBanerjee,closed,MDEV-33011 mariabackup --backup: FATAL ERROR: ... Can't open datafile…,https://github.com/MariaDB/server/pull/3081
3080,MariaDB Foundation,2024-02-22T14:15:27Z,an3l,closed,MDEV-33526: Create IS.slave_status table as alias for show replica status command,https://github.com/MariaDB/server/pull/3080
3079,,2024-02-21T12:06:18Z,Thirunarayanan,closed,MDEV-33462 Disallow LOCK=NONE operation on statistics table,https://github.com/MariaDB/server/pull/3079
3078,,2024-02-21T09:49:45Z,dr-m,closed,MDEV-33508 Performance regression due to frequent scan of buf_pool.flush_list,https://github.com/MariaDB/server/pull/3078
3077,External Contribution,2024-02-20T07:46:09Z,tgross35,open,MDEV-35996 - Convert miscellaneous instances of `sprintf` to `snprintf`,https://github.com/MariaDB/server/pull/3077
3076,External Contribution,2024-02-20T07:30:42Z,tgross35,open,MDEV-35995 - Convert instances of `sprintf` in `storage/` to `snprintf`,https://github.com/MariaDB/server/pull/3076
3075,External Contribution,2024-02-20T07:25:03Z,tgross35,open,MDEV-35994 - Convert instances of `sprintf` to `snprintf` in `sql`,https://github.com/MariaDB/server/pull/3075
3074,MariaDB Foundation,2024-02-20T06:44:23Z,grooverdan,closed,MDEV-33492: mysql_install_db fails when baseurl is set,https://github.com/MariaDB/server/pull/3074
3073,,2024-02-20T00:56:42Z,grooverdan,closed,MDEV-32546: debian files - erronus install of plugin_auth_common.h,https://github.com/MariaDB/server/pull/3073
3072,MariaDB Corporation,2024-02-16T16:03:10Z,dr-m,open,MDEV-32175 References to buf_page_t::frame may cost some performance,https://github.com/MariaDB/server/pull/3072
3071,MariaDB Corporation,2024-02-16T08:02:44Z,Olernov,open,MDEV-33436 Transform OUTER JOIN to INNER JOIN in subqueries used with IN operator,https://github.com/MariaDB/server/pull/3071
3070,,2024-02-16T05:35:39Z,mariadb-DebarunBanerjee,closed,MDEV-31154 Fatal InnoDB error or assertion `!is_v' failure upon multi…,https://github.com/MariaDB/server/pull/3070
3069,,2024-02-15T16:35:19Z,dr-m,closed,MDEV-33325 Crash in flst_read_addr on corrupted data,https://github.com/MariaDB/server/pull/3069
3068,MariaDB Foundation,2024-02-15T14:28:34Z,an3l,closed,MDEV-33420: HASHICORP_KEY_MANAGEMENT fails on Windows with libcurl installed,https://github.com/MariaDB/server/pull/3068
3067,,2024-02-15T13:15:36Z,dr-m,closed,MDEV-32898 Phantom rows caused by updates of PRIMARY KEY,https://github.com/MariaDB/server/pull/3067
3066,,2024-02-15T12:34:05Z,janlindstrom,closed,MDEV-32787 : Assertion `!wsrep_has_changes(thd) || (thd->lex->sql_com…,https://github.com/MariaDB/server/pull/3066
3065,,2024-02-15T08:51:39Z,dr-m,closed,MDEV-33464 Crash when innodb_max_undo_log_size is set to innodb_page_size*4294967296,https://github.com/MariaDB/server/pull/3065
3064,,2024-02-14T07:52:23Z,chenrui333,closed,MDEV-33095 patch `OS_DATA_FILE_NO_O_DIRECT` for osx builds,https://github.com/MariaDB/server/pull/3064
3063,External Contribution,2024-02-14T02:50:39Z,XanC,open,MDEV-32061 INTO OUTFILE should work with named pipes,https://github.com/MariaDB/server/pull/3063
3062,,2024-02-13T16:38:20Z,DaveGosselin-MariaDB,closed,MDEV-30975 Wrong result with cross Join given join order,https://github.com/MariaDB/server/pull/3062
3061,,2024-02-13T16:17:22Z,mariadb-DebarunBanerjee,closed,MDEV-33363 CI failure: innodb.import_corrupted: Assertion failed: old…,https://github.com/MariaDB/server/pull/3061
3060,,2024-02-13T15:34:49Z,dr-m,closed,MDEV-33454 release row locks for non-modified rows at XA PREPARE,https://github.com/MariaDB/server/pull/3060
3059,,2024-02-13T11:32:49Z,janlindstrom,closed,MDEV-33039 Galera test failure on mysql-wsrep-features#165,https://github.com/MariaDB/server/pull/3059
3058,MariaDB Foundation,2024-02-13T08:22:18Z,grooverdan,open,MDEV-27952 Improve error log messages with descriptive text already present in the code,https://github.com/MariaDB/server/pull/3058
3057,,2024-02-12T16:18:50Z,arkamar,closed,"Use aligned memory allocator in pfs-t tests, backport to 10.5",https://github.com/MariaDB/server/pull/3057
3056,MariaDB Corporation,2024-02-10T08:33:36Z,Olernov,closed,MDEV-30660 Aggregation functions fail to leverage uniqueness property,https://github.com/MariaDB/server/pull/3056
3055,,2024-02-09T09:37:07Z,denis-protivensky,closed,MDEV-33136: Properly BF-abort user transactions with explicit locks,https://github.com/MariaDB/server/pull/3055
3054,MariaDB Corporation,2024-02-08T20:30:37Z,bnestere,closed,MDEV-14357: rpl.rpl_domain_id_filter_io_crash failed in buildbot with…,https://github.com/MariaDB/server/pull/3054
3053,MariaDB Corporation,2024-02-07T17:11:12Z,spetrunia,closed,MDEV-33423: show_analyze sporadically fails at line 226: 'reap' succe…,https://github.com/MariaDB/server/pull/3053
3052,,2024-02-07T10:41:23Z,dr-m,closed,MDEV-33400 Adaptive hash index corruption after DISCARD TABLESPACE,https://github.com/MariaDB/server/pull/3052
3051,External Contribution,2024-02-07T06:32:50Z,ourfor,open,"MDEV-35993 - 🐛 Fixed configure for Xcode, CMake generate",https://github.com/MariaDB/server/pull/3051
3050,,2024-02-07T04:47:48Z,grooverdan,closed,MDEV-33397: Innodb include OS error information when failing to write  to iblogfileX,https://github.com/MariaDB/server/pull/3050
3049,,2024-02-06T20:47:04Z,dbart,closed,bump the VERSION,https://github.com/MariaDB/server/pull/3049
3048,,2024-02-06T16:58:15Z,dr-m,closed,MDEV-33383 fts query calculate ranking crashes,https://github.com/MariaDB/server/pull/3048
3047,,2024-02-06T11:41:13Z,tiandiwonder,closed,MDEV-33383 fts query calculate ranking crashes,https://github.com/MariaDB/server/pull/3047
3046,,2024-02-06T11:21:41Z,tiandiwonder,closed,[MDEV-33383] fts query calculate ranking crashes,https://github.com/MariaDB/server/pull/3046
3045,,2024-02-05T15:48:03Z,dr-m,closed,MDEV-33379 innodb_log_file_buffering=OFF causes corruption on bcachefs,https://github.com/MariaDB/server/pull/3045
3044,,2024-02-05T15:02:16Z,dr-m,closed,MDEV-33379 innodb_log_file_buffering=OFF causes corruption on bcachefs,https://github.com/MariaDB/server/pull/3044
3043,MariaDB Corporation,2024-02-05T14:42:42Z,Olernov,open,MDEV-32034: Second SELECT from view created from INFORMATION_SCHEMA.O…,https://github.com/MariaDB/server/pull/3043
3042,,2024-02-04T20:04:24Z,ottok,closed,Fix commit 179424db: No test file or result files should be executable,https://github.com/MariaDB/server/pull/3042
3041,,2024-02-02T20:46:09Z,DaveGosselin-MariaDB,closed,MDEV-32424 Crash in subselect engine,https://github.com/MariaDB/server/pull/3041
3040,MariaDB Corporation,2024-02-02T20:10:34Z,DaveGosselin-MariaDB,closed,MDEV-12404 Index condition pushdown on partitioned tables,https://github.com/MariaDB/server/pull/3040
3039,,2024-02-02T00:43:08Z,grooverdan,closed,MDEV-33095 MariaDB-backup - no OS_DATA_FILE_NO_O_DIRECT on some platforms,https://github.com/MariaDB/server/pull/3039
3038,External Contribution,2024-02-01T15:24:57Z,arkamar,open,MDEV-35992 - Use aligned memory allocator in pfs-t tests,https://github.com/MariaDB/server/pull/3038
3037,,2024-02-01T07:09:54Z,mariadb-DebarunBanerjee,closed,MDEV-18288 Transportable Tablespaces leave AUTO_INCREMENT in mismatch…,https://github.com/MariaDB/server/pull/3037
3036,,2024-01-31T09:32:37Z,Thirunarayanan,closed,MDEV-33341 innodb.undo_space_dblwr test case fails with Unknown Storage Engine InnoDB,https://github.com/MariaDB/server/pull/3036
3035,MariaDB Corporation,2024-01-30T23:10:29Z,bnestere,closed,MDEV-7850: GTID Thread_id Post-Push Fixes,https://github.com/MariaDB/server/pull/3035
3034,,2024-01-30T15:10:18Z,dr-m,closed,MDEV-30528 CREATE FULLTEXT INDEX assertion failure WITH SYSTEM VERSIONING,https://github.com/MariaDB/server/pull/3034
3033,,2024-01-30T14:31:26Z,mariadb-DebarunBanerjee,closed,MDEV-33274 The test encryption.innodb-redo-nokeys often fails,https://github.com/MariaDB/server/pull/3033
3032,,2024-01-30T14:11:06Z,mariadb-DebarunBanerjee,closed,MDEV-33274 The test encryption.innodb-redo-nokeys often fails,https://github.com/MariaDB/server/pull/3032
3031,,2024-01-30T13:27:31Z,mariadb-DebarunBanerjee,closed,MDEV-33274 The test encryption.innodb-redo-nokeys often fails,https://github.com/MariaDB/server/pull/3031
3030,,2024-01-30T11:32:11Z,SongLibing,closed,MDEV-33853 Async rollback prepared transactions during binlog crash recovery,https://github.com/MariaDB/server/pull/3030
3029,,2024-01-30T10:52:23Z,Thirunarayanan,closed,MDEV-30655  IMPORT TABLESPACE fails with column count or index count mismatch,https://github.com/MariaDB/server/pull/3029
3028,,2024-01-30T08:59:30Z,gulshanpr,closed,MDEV:8146 - scripts/mysql_system_tables_fix.sql to use alter table add/drop if not exists/if exists,https://github.com/MariaDB/server/pull/3028
3027,MariaDB Foundation,2024-01-28T23:02:59Z,grooverdan,closed,MDEV-28640: Debian typo in init script,https://github.com/MariaDB/server/pull/3027
3026,,2024-01-26T21:31:11Z,robinnewhouse,closed,Fix ninja build for cracklib_password_check,https://github.com/MariaDB/server/pull/3026
3025,MariaDB Corporation,2024-01-26T17:29:42Z,DaveGosselin-MariaDB,closed,MDEV-32401: expression cache heap-use-after-free,https://github.com/MariaDB/server/pull/3025
3024,MariaDB Foundation,2024-01-25T05:32:00Z,grooverdan,closed,MDEV-33301 memlock with systemd still not working,https://github.com/MariaDB/server/pull/3024
3023,Codership,2024-01-24T14:32:12Z,sciascid,closed,Update wsrep-lib submodule,https://github.com/MariaDB/server/pull/3023
3022,,2024-01-24T12:17:43Z,dr-m,closed,MDEV-33277 In-place migration from MySQL 5.7 causes invalid AUTO_INCREMENT values,https://github.com/MariaDB/server/pull/3022
3021,,2024-01-23T15:26:49Z,dr-m,closed,MDEV-32899 InnoDB is holding shared dict_sys.latch while waiting for FOREIGN  KEY child table lock on DDL,https://github.com/MariaDB/server/pull/3021
3020,,2024-01-23T08:58:06Z,iangilfillan,closed,Update 11.4 HELP,https://github.com/MariaDB/server/pull/3020
3019,,2024-01-23T06:47:46Z,janlindstrom,closed,MDEV-33278 : Assertion failure in thd_get_thread_id at lock_wait_wsrep,https://github.com/MariaDB/server/pull/3019
3018,MariaDB Foundation,2024-01-23T02:32:05Z,grooverdan,open,mtr: macos test failures symlink + multiauth,https://github.com/MariaDB/server/pull/3018
3017,,2024-01-22T16:53:24Z,mariadb-RexJohnston,closed,MDEV-33165 Incorrect result interceptor passed to mysql_explain_union(),https://github.com/MariaDB/server/pull/3017
3016,MariaDB Corporation,2024-01-22T11:59:47Z,bnestere,closed,MDEV-33283: Binlog Checksum is Zeroed by Zlib if Part of Event Data is Empty,https://github.com/MariaDB/server/pull/3016
3015,MariaDB Foundation,2024-01-22T03:29:37Z,grooverdan,closed,MDEV-33290: Disable ColumnStore based on boost version,https://github.com/MariaDB/server/pull/3015
3014,,2024-01-22T00:46:48Z,grooverdan,closed,Deb autobake: ready with noble (Ubuntu 24.04),https://github.com/MariaDB/server/pull/3014
3013,,2024-01-19T04:38:03Z,grooverdan,closed,innodb: IO Error message missing space,https://github.com/MariaDB/server/pull/3013
3012,MariaDB Corporation,2024-01-18T11:00:46Z,Olernov,closed,MDEV-30660 COUNT DISTINCT seems unnecessarily slow when run on a PK,https://github.com/MariaDB/server/pull/3012
3011,Codership,2024-01-18T09:33:38Z,denis-protivensky,closed,MDEV-33133: MDL conflict handling code should skip BF-aborted trxs,https://github.com/MariaDB/server/pull/3011
3010,Codership,2024-01-18T09:30:47Z,denis-protivensky,closed,MDEV-33133: MDL conflict handling code should skip BF-aborted trxs,https://github.com/MariaDB/server/pull/3010
3009,,2024-01-18T06:19:51Z,mariadb-DebarunBanerjee,closed,MDEV-33023 Crash in mariadb-backup --prepare --export after --prepare,https://github.com/MariaDB/server/pull/3009
3008,MariaDB Corporation,2024-01-17T20:18:11Z,bnestere,closed,MDEV-32168: Postpush fix for rpl_domain_id_filter_master_crash,https://github.com/MariaDB/server/pull/3008
3007,,2024-01-16T07:11:57Z,dr-m,closed,MDEV-33251 Redundant check on prebuilt::n_rows_fetched overflow,https://github.com/MariaDB/server/pull/3007
3006,MariaDB Foundation,2024-01-15T17:20:28Z,iangilfillan,closed,Update 11.3 HELP,https://github.com/MariaDB/server/pull/3006
3005,MariaDB Foundation,2024-01-15T17:09:35Z,iangilfillan,closed,Update 11.2 HELP,https://github.com/MariaDB/server/pull/3005
3004,MariaDB Foundation,2024-01-15T17:03:59Z,iangilfillan,closed,Update 11.1 HELP,https://github.com/MariaDB/server/pull/3004
3003,,2024-01-12T19:01:11Z,mariadb-DebarunBanerjee,closed,MDEV-33053 InnoDB LRU flushing does not run before running out of buffer pool,https://github.com/MariaDB/server/pull/3003
3002,,2024-01-12T12:21:13Z,dr-m,closed,MDEV-33095 innodb_flush_method=O_DIRECT creates excessive errors on Solaris,https://github.com/MariaDB/server/pull/3002
3001,Codership,2024-01-12T09:16:33Z,sciascid,closed,MDEV-33216 stack-use-after-return in Wsrep_schema_impl::open_table(),https://github.com/MariaDB/server/pull/3001
3000,,2024-01-12T07:16:07Z,hsser,closed,MDEV-32990 federatedx time_zone round trips,https://github.com/MariaDB/server/pull/3000
2999,,2024-01-11T19:55:35Z,DaveGosselin-MariaDB,closed,MDEV-30975 Wrong result with cross Join given join order,https://github.com/MariaDB/server/pull/2999
2998,MariaDB Corporation,2024-01-11T17:27:21Z,bnestere,closed,MDEV-29369: rpl.rpl_semi_sync_shutdown_await_ack fails regularly with…,https://github.com/MariaDB/server/pull/2998
2997,MariaDB Foundation,2024-01-11T15:05:12Z,an3l,closed,Small cleanup of replication code (log.cc),https://github.com/MariaDB/server/pull/2997
2996,MariaDB Foundation,2024-01-11T14:31:55Z,an3l,open,MDEV-30432: Refactor connect to use libcurl instead of cpprestsdk/curl,https://github.com/MariaDB/server/pull/2996
2995,MariaDB Foundation,2024-01-11T12:42:14Z,an3l,closed,MDEV-30259 & MDEV-33187: mariadb-hotcopy fails for performance_schema/sys,https://github.com/MariaDB/server/pull/2995
2994,,2024-01-11T11:42:13Z,dr-m,closed,History list is not shrunk unless there is a pause in the workload,https://github.com/MariaDB/server/pull/2994
2993,"need feedback, MariaDB Foundation",2024-01-11T11:05:36Z,cvicentiu,open,MDEV-21829 Use packed sort keys in Unique objects,https://github.com/MariaDB/server/pull/2993
2992,,2024-01-11T04:08:37Z,grooverdan,closed,macos: Fix CMAKE_OSX_ARCHITECTURES when not set,https://github.com/MariaDB/server/pull/2992
2991,,2024-01-10T17:22:52Z,vaintroub,closed,MDEV-32841 Provide Innodb async IO statistics,https://github.com/MariaDB/server/pull/2991
